homeAway,fumblesRecovered,puntReturnYards,puntReturnTDs,puntReturns,firstDowns,thirdDownEff,totalYards,netPassingYards,completionAttempts,yardsPerPass,rushingYards,rushingAttempts,yardsPerRushAttempt,totalPenaltiesYards,turnovers,fumblesLost,interceptions,possessionTime,points
1.0,1.0,30.0,0.0,3.0,7.0,0.06666666666666665,201.0,4.0,0.2549019607843137,3.4000000000000004,195.0,23.0,2.8,0.0,-2.0,-1.0,-1.0,337.0,1.0
1.0,2.0,?,?,?,-3.0,?,158.0,71.0,-0.12406015037593993,5.0,87.0,-9.0,2.8999999999999995,-40.0,-1.0,-2.0,1.0,-527.0,1.0
1.0,4.0,21.0,0.0,-2.0,-5.0,-0.5357142857142857,-83.0,-207.0,-0.1470588235294118,-1.9000000000000004,74.0,-11.0,2.1,0.0,-4.0,-4.0,0.0,-438.0,0.0
1.0,-2.0,27.0,-1.0,-2.0,6.0,0.22916666666666669,-1.0,-112.0,0.029503105590062084,-3.3,115.0,20.0,1.7999999999999998,0.0,0.0,2.0,-2.0,276.0,1.0
1.0,2.0,?,?,?,9.0,0.17582417582417587,205.0,-109.0,0.12121212121212122,4.4,267.0,33.0,4.5,0.0,-2.0,-2.0,0.0,435.0,1.0
1.0,1.0,-13.0,0.0,-1.0,6.0,0.025000000000000022,226.0,270.0,0.7120743034055728,14.1,-47.0,-13.0,0.2999999999999998,0.0,-2.0,-1.0,-1.0,158.0,1.0
1.0,-1.0,?,?,?,13.0,0.41666666666666674,254.0,214.0,0.37331081081081086,5.699999999999999,20.0,11.0,-1.3000000000000007,0.0,1.0,1.0,0.0,414.0,1.0
1.0,-2.0,3.0,0.0,-1.0,-5.0,-0.047619047619047616,-84.0,-9.0,0.018518518518518545,-1.8999999999999995,-40.0,-8.0,-0.8,0.0,1.0,2.0,-1.0,-56.0,0.0
1.0,1.0,?,?,?,7.0,0.11538461538461536,250.0,-37.0,-0.10990338164251212,2.2,280.0,10.0,6.3,0.0,-3.0,-1.0,-2.0,92.0,1.0
1.0,-2.0,-27.0,0.0,2.0,-4.0,-0.15294117647058825,113.0,176.0,-0.08311688311688314,5.800000000000001,-71.0,-18.0,-0.3999999999999999,0.0,4.0,2.0,2.0,-401.0,1.0
1.0,1.0,?,?,?,12.0,0.27125506072874495,-4.0,-35.0,-0.31481481481481477,-6.2,20.0,-1.0,0.6000000000000005,0.0,1.0,-1.0,2.0,11.0,0.0
1.0,1.0,30.0,0.0,3.0,-2.0,-0.048611111111111105,-20.0,-95.0,-0.2661498708010336,-3.500000000000001,70.0,0.0,1.5999999999999996,0.0,0.0,-1.0,1.0,-240.0,0.0
1.0,-2.0,-20.0,0.0,-2.0,-6.0,0.15966386554621853,-84.0,112.0,0.19090909090909092,1.4999999999999991,-154.0,-8.0,-3.3000000000000003,0.0,0.0,2.0,-2.0,16.0,0.0
1.0,1.0,?,?,?,13.0,0.24038461538461536,171.0,35.0,0.054545454545454564,4.7,138.0,30.0,-0.40000000000000036,0.0,-1.0,-1.0,0.0,436.0,1.0
1.0,0.0,?,?,?,4.0,0.18095238095238098,81.0,-99.0,0.1565934065934066,-2.0,149.0,4.0,3.2,0.0,-3.0,0.0,-3.0,81.0,1.0
1.0,0.0,?,?,?,-3.0,-0.14583333333333331,82.0,24.0,0.023648648648648685,4.0,56.0,5.0,1.1000000000000005,0.0,-2.0,0.0,-2.0,-83.0,1.0
1.0,-1.0,-11.0,0.0,1.0,-4.0,0.2857142857142857,11.0,-167.0,-0.015679442508710784,-2.3000000000000007,181.0,1.0,5.800000000000001,0.0,2.0,1.0,1.0,11.0,1.0
1.0,1.0,?,?,?,10.0,?,307.0,106.0,0.0463709677419355,2.0,236.0,19.0,4.3,-81.0,-4.0,-1.0,-3.0,608.0,1.0
1.0,-1.0,0.0,0.0,0.0,-3.0,-0.03809523809523807,-80.0,176.0,0.0383275261324042,0.39999999999999947,-234.0,-17.0,-3.3000000000000003,0.0,4.0,1.0,3.0,45.0,0.0
1.0,1.0,32.0,0.0,1.0,11.0,0.37368421052631573,94.0,130.0,0.25,-0.8000000000000007,-34.0,11.0,-1.5,0.0,0.0,-1.0,1.0,340.0,0.0
1.0,-5.0,4.0,0.0,2.0,1.0,0.12184873949579833,-14.0,118.0,-0.0033670033670033517,2.8000000000000003,-128.0,-14.0,-1.4000000000000004,0.0,7.0,5.0,2.0,-356.0,0.0
1.0,-1.0,-8.0,0.0,-1.0,2.0,0.2181818181818182,74.0,-72.0,0.08823529411764708,1.0,133.0,21.0,2.8000000000000003,0.0,-1.0,1.0,-2.0,323.0,1.0
1.0,2.0,-14.0,0.0,-1.0,3.0,-0.05462184873949577,97.0,150.0,0.343984962406015,9.5,-50.0,-1.0,-1.2000000000000002,0.0,-3.0,-2.0,-1.0,50.0,1.0
1.0,1.0,91.0,0.0,6.0,-2.0,-0.08333333333333331,17.0,-80.0,-0.14880952380952384,2.5,79.0,10.0,1.5,0.0,1.0,-1.0,2.0,-196.0,1.0
1.0,1.0,?,?,?,16.0,?,284.0,60.0,0.11904761904761907,4.499999999999999,250.0,17.0,4.1,-73.0,-4.0,-1.0,-3.0,67.0,1.0
1.0,-1.0,7.0,0.0,1.0,3.0,0.18787878787878787,86.0,-75.0,0.13636363636363635,5.1,156.0,20.0,1.1999999999999993,0.0,0.0,1.0,-1.0,55.0,1.0
1.0,0.0,-17.0,0.0,-1.0,-5.0,-0.41666666666666674,-116.0,-3.0,-0.054677206851119875,-1.9000000000000004,-120.0,-29.0,-1.0999999999999996,0.0,-3.0,0.0,-3.0,-40.0,0.0
1.0,-1.0,22.0,0.0,1.0,11.0,-0.21153846153846156,103.0,-78.0,0.308695652173913,-0.39999999999999947,179.0,28.0,0.0,0.0,-1.0,1.0,-2.0,471.0,1.0
1.0,-3.0,-44.0,0.0,0.0,5.0,0.2375,93.0,66.0,0.0,2.0,47.0,18.0,-1.0999999999999996,0.0,3.0,3.0,0.0,377.0,0.0
1.0,2.0,-14.0,0.0,-1.0,7.0,0.20779220779220775,156.0,188.0,0.22718052738336714,4.4,-40.0,-1.0,-1.0,0.0,-5.0,-2.0,-3.0,120.0,1.0
1.0,1.0,-11.0,0.0,0.0,4.0,0.13095238095238093,72.0,82.0,-0.2272727272727273,1.1000000000000005,14.0,9.0,-0.6000000000000005,0.0,2.0,-1.0,3.0,117.0,0.0
1.0,-2.0,4.0,0.0,1.0,-4.0,-0.09523809523809523,41.0,-110.0,0.3200442967884828,1.5,145.0,22.0,0.8999999999999995,0.0,-2.0,2.0,-4.0,194.0,1.0
1.0,-2.0,57.0,0.0,3.0,-1.0,0.17435897435897438,34.0,-41.0,-0.11636828644501285,4.3,83.0,18.0,-0.39999999999999947,0.0,-1.0,2.0,-3.0,28.0,1.0
1.0,1.0,?,?,?,7.0,0.3522727272727273,125.0,88.0,0.050264550264550345,2.5999999999999996,45.0,12.0,-0.20000000000000018,0.0,-1.0,-1.0,0.0,260.0,1.0
1.0,0.0,?,?,?,6.0,?,130.0,2.0,0.105580693815988,4.0,137.0,30.0,-0.2999999999999998,-35.0,0.0,0.0,0.0,270.0,1.0
1.0,2.0,-5.0,0.0,0.0,-8.0,-0.14832535885167464,11.0,-219.0,-0.15999999999999998,-2.0,240.0,-2.0,6.200000000000001,0.0,0.0,-2.0,2.0,-390.0,1.0
1.0,4.0,?,?,?,-17.0,0.11538461538461536,-160.0,-357.0,-0.18575851393188847,-2.0999999999999996,160.0,2.0,4.1,0.0,-6.0,-4.0,-2.0,-464.0,1.0
1.0,-1.0,2.0,0.0,0.0,2.0,0.3402777777777778,-11.0,47.0,0.0,-0.5,-63.0,5.0,-2.5,0.0,2.0,1.0,1.0,205.0,0.0
1.0,4.0,?,?,?,9.0,0.1470588235294118,36.0,31.0,-0.043636363636363695,-0.7999999999999998,-3.0,16.0,-2.3,0.0,-5.0,-4.0,-1.0,339.0,1.0
1.0,3.0,15.0,0.0,4.0,2.0,0.06666666666666665,-24.0,-19.0,0.22619047619047622,2.3000000000000007,-4.0,23.0,-2.3000000000000003,0.0,-4.0,-3.0,-1.0,39.0,1.0
1.0,1.0,16.0,0.0,-2.0,13.0,0.08333333333333331,106.0,169.0,-0.042592592592592515,-4.0,-54.0,2.0,-1.7000000000000002,0.0,-1.0,-1.0,0.0,416.0,0.0
1.0,-2.0,-11.0,0.0,0.0,14.0,0.5833333333333333,393.0,30.0,0.10256410256410253,6.6000000000000005,323.0,42.0,5.7,0.0,1.0,2.0,-1.0,685.0,1.0
1.0,2.0,-2.0,0.0,0.0,-5.0,-0.24615384615384617,-35.0,-95.0,0.030000000000000027,-1.6999999999999997,26.0,-3.0,0.9000000000000004,0.0,-3.0,-2.0,-1.0,-114.0,1.0
1.0,-2.0,?,?,?,-4.0,-0.5333333333333333,-194.0,-64.0,-0.019354838709677358,-6.6000000000000005,-110.0,-9.0,-1.7999999999999998,0.0,4.0,2.0,2.0,-17.0,0.0
1.0,-1.0,?,?,?,15.0,0.39999999999999997,366.0,201.0,-0.10999999999999999,9.2,134.0,13.0,2.3000000000000003,0.0,1.0,1.0,0.0,251.0,1.0
1.0,3.0,?,?,?,-8.0,-0.11538461538461536,-163.0,-82.0,-0.05405405405405406,-2.0999999999999996,-86.0,-11.0,-2.0999999999999996,0.0,-3.0,-3.0,0.0,-118.0,0.0
1.0,-1.0,35.0,0.0,0.0,-8.0,-0.0678733031674208,37.0,77.0,0.30952380952380953,6.6,-59.0,-7.0,-0.8999999999999999,0.0,-2.0,1.0,-3.0,-83.0,1.0
1.0,-1.0,?,?,?,0.0,-0.04945054945054944,52.0,123.0,-0.17532467532467533,2.200000000000001,-58.0,-2.0,-1.2999999999999998,0.0,2.0,1.0,1.0,13.0,0.0
1.0,0.0,-13.0,0.0,-2.0,-12.0,-0.5,-134.0,-52.0,0.1331168831168832,0.2999999999999998,-62.0,-17.0,-0.10000000000000009,0.0,-2.0,0.0,-2.0,-404.0,0.0
1.0,1.0,-42.0,0.0,-2.0,-2.0,-0.25490196078431376,0.0,7.0,0.05128205128205121,0.5999999999999996,-186.0,-8.0,-3.8,-45.0,-4.0,-1.0,-3.0,-82.0,0.0
1.0,-2.0,41.0,0.0,1.0,7.0,-0.06211180124223603,75.0,107.0,-0.11624999999999996,0.40000000000000036,-50.0,-23.0,0.3999999999999999,0.0,5.0,2.0,3.0,-397.0,1.0
1.0,3.0,15.0,0.0,4.0,3.0,0.1388888888888889,183.0,27.0,0.07575757575757569,3.6000000000000005,143.0,1.0,4.199999999999999,0.0,-3.0,-3.0,0.0,-217.0,1.0
1.0,-2.0,-3.0,0.0,1.0,-1.0,0.10407239819004521,-146.0,-60.0,-0.09677419354838712,-2.8000000000000007,-61.0,11.0,-2.4000000000000004,0.0,4.0,2.0,2.0,199.0,0.0
1.0,-3.0,4.0,0.0,0.0,15.0,-0.1031746031746032,157.0,84.0,0.07450980392156864,1.5999999999999996,82.0,8.0,1.4,0.0,0.0,3.0,-3.0,60.0,1.0
1.0,1.0,?,?,?,9.0,0.1517857142857143,38.0,108.0,0.196078431372549,2.4000000000000004,-65.0,18.0,-3.9,0.0,-2.0,-1.0,-1.0,0.0,1.0
1.0,0.0,7.0,0.0,-1.0,-6.0,0.0,-127.0,-122.0,-0.08222811671087538,-3.8000000000000007,-1.0,-2.0,0.20000000000000018,0.0,-2.0,0.0,-2.0,-28.0,0.0
1.0,-1.0,-13.0,0.0,-2.0,-4.0,-0.303921568627451,-49.0,22.0,-0.07738095238095238,1.9000000000000004,-75.0,-16.0,-0.2999999999999998,0.0,0.0,1.0,-1.0,-334.0,1.0
1.0,0.0,?,?,?,21.0,0.5904761904761904,497.0,258.0,0.2532467532467532,12.5,218.0,27.0,2.5,0.0,1.0,0.0,1.0,373.0,1.0
1.0,-2.0,-65.0,0.0,0.0,-3.0,-0.26153846153846155,-198.0,30.0,-0.2030651340996168,0.39999999999999947,-194.0,-5.0,-3.7,0.0,3.0,2.0,1.0,-234.0,0.0
1.0,-1.0,-29.0,0.0,0.0,12.0,0.07983193277310927,244.0,-31.0,0.06731946144430845,0.0,279.0,30.0,5.8,0.0,0.0,1.0,-1.0,308.0,1.0
1.0,3.0,15.0,0.0,4.0,12.0,0.15000000000000002,274.0,13.0,0.3444444444444445,0.20000000000000018,251.0,1.0,5.300000000000001,0.0,-2.0,-3.0,1.0,41.0,1.0
1.0,-1.0,?,?,?,6.0,0.375,182.0,-44.0,0.1289855072463768,1.0,209.0,24.0,3.8000000000000003,0.0,-1.0,1.0,-2.0,292.0,1.0
1.0,0.0,?,?,?,3.0,0.046052631578947345,64.0,-9.0,0.028727770177838563,-1.6999999999999993,67.0,2.0,1.6,0.0,2.0,0.0,2.0,116.0,1.0
1.0,1.0,30.0,0.0,3.0,5.0,0.016666666666666663,282.0,271.0,0.1466666666666666,7.0,11.0,-2.0,0.7000000000000002,0.0,-5.0,-1.0,-4.0,-608.0,1.0
1.0,1.0,-30.0,-1.0,1.0,13.0,0.3444444444444445,123.0,42.0,0.09965156794425084,-0.20000000000000018,85.0,21.0,-0.10000000000000053,0.0,-1.0,-1.0,0.0,528.0,1.0
1.0,0.0,?,?,?,28.0,?,174.0,33.0,0.17434715821812596,-1.5,148.0,13.0,2.7,-36.0,-1.0,0.0,-1.0,402.0,1.0
1.0,4.0,?,?,?,4.0,0.08391608391608385,109.0,163.0,0.01904761904761909,2.6000000000000005,-74.0,-19.0,0.09999999999999964,0.0,-4.0,-4.0,0.0,-56.0,1.0
1.0,2.0,-32.0,0.0,-2.0,3.0,-0.041025641025641046,4.0,82.0,0.050682261208576995,-0.5999999999999996,-42.0,0.0,-1.2000000000000002,0.0,-3.0,-2.0,-1.0,141.0,1.0
1.0,0.0,-1.0,0.0,-1.0,4.0,-0.039215686274509776,9.0,-23.0,-0.05833333333333335,-2.8999999999999995,51.0,-1.0,1.6,0.0,0.0,0.0,0.0,124.0,0.0
1.0,-1.0,16.0,0.0,1.0,-1.0,-0.04285714285714287,-60.0,17.0,-0.015873015873015817,-1.5999999999999996,-85.0,-15.0,-0.3000000000000007,0.0,0.0,1.0,-1.0,10.0,0.0
1.0,-2.0,-70.0,0.0,-1.0,14.0,-0.1875,149.0,244.0,-0.017910447761193993,-1.8999999999999995,-91.0,-16.0,-0.5,0.0,1.0,2.0,-1.0,133.0,0.0
1.0,-2.0,-2.0,0.0,-1.0,-5.0,-0.07894736842105265,-183.0,-27.0,0.09853658536585364,-4.1000000000000005,-166.0,-9.0,-2.9,0.0,2.0,2.0,0.0,-321.0,0.0
1.0,-1.0,-4.0,0.0,3.0,12.0,0.10227272727272729,271.0,119.0,0.06756756756756754,2.6000000000000005,131.0,20.0,2.9,0.0,1.0,1.0,0.0,476.0,1.0
1.0,1.0,?,?,?,15.0,0.4,200.0,90.0,0.10499999999999998,0.7999999999999998,123.0,21.0,1.2999999999999998,-40.0,0.0,-1.0,1.0,-9.0,1.0
1.0,0.0,14.0,0.0,0.0,-5.0,0.10952380952380952,142.0,248.0,0.1548872180451128,5.5,-126.0,-23.0,-0.7999999999999998,0.0,0.0,0.0,0.0,-242.0,1.0
1.0,4.0,31.0,0.0,1.0,-4.0,0.08750000000000002,-5.0,-23.0,0.03001876172607887,0.7999999999999998,-23.0,-4.0,-0.30000000000000027,0.0,-4.0,-4.0,0.0,-62.0,1.0
1.0,0.0,?,?,?,8.0,-0.28921568627450983,-152.0,-277.0,-0.3263157894736843,-7.2,127.0,35.0,-0.5999999999999996,0.0,-2.0,0.0,-2.0,325.0,0.0
1.0,1.0,32.0,0.0,3.0,10.0,0.09696969696969698,146.0,23.0,0.05977229601518019,1.6000000000000005,118.0,3.0,3.0,0.0,-2.0,-1.0,-1.0,98.0,1.0
1.0,0.0,-71.0,-1.0,0.0,-1.0,-0.12087912087912084,97.0,-1.0,-0.15517241379310343,6.300000000000001,88.0,9.0,1.0999999999999996,0.0,1.0,0.0,1.0,-77.0,0.0
1.0,-1.0,?,?,?,11.0,0.1333333333333333,153.0,6.0,-0.012820512820512775,1.7000000000000002,144.0,24.0,0.5,0.0,1.0,1.0,0.0,409.0,1.0
1.0,0.0,-30.0,0.0,-1.0,-1.0,0.10795454545454541,-27.0,-374.0,0.22307692307692317,2.799999999999999,315.0,34.0,3.7,0.0,0.0,0.0,0.0,221.0,1.0
1.0,1.0,34.0,0.0,4.0,14.0,0.37948717948717947,286.0,165.0,0.3020594965675057,9.1,131.0,21.0,1.3999999999999995,0.0,-3.0,-1.0,-2.0,457.0,1.0
1.0,0.0,-1.0,0.0,1.0,5.0,0.09558823529411764,58.0,-243.0,0.061764705882352944,-0.2999999999999998,301.0,33.0,3.5,0.0,-4.0,0.0,-4.0,262.0,1.0
1.0,0.0,-42.0,0.0,1.0,1.0,0.020833333333333343,-87.0,-52.0,0.11636363636363634,-1.6000000000000005,-13.0,2.0,-0.5000000000000002,0.0,1.0,0.0,1.0,166.0,0.0
1.0,1.0,-106.0,0.0,-6.0,-9.0,-0.2152777777777778,-194.0,-63.0,-0.11612903225806448,-4.5,-140.0,-14.0,-2.2,0.0,1.0,-1.0,2.0,-152.0,0.0
1.0,0.0,-16.0,0.0,0.0,-4.0,-0.1166666666666667,2.0,159.0,-0.06396938217605252,-1.0,-154.0,-25.0,-2.3999999999999995,0.0,1.0,0.0,1.0,-83.0,0.0
1.0,0.0,?,?,?,0.0,0.22105263157894733,-82.0,10.0,0.057644110275689164,-0.39999999999999947,-36.0,10.0,-1.5999999999999999,0.0,1.0,0.0,1.0,205.0,0.0
1.0,1.0,0.0,0.0,0.0,2.0,-0.05982905982905978,-87.0,16.0,-0.057493540051679504,-1.0000000000000009,-104.0,-18.0,-0.20000000000000018,0.0,-1.0,-1.0,0.0,-269.0,0.0
1.0,0.0,13.0,0.0,0.0,5.0,-0.033333333333333326,12.0,35.0,0.07675194660734153,1.700000000000001,-21.0,10.0,-1.5,0.0,-1.0,0.0,-1.0,113.0,1.0
1.0,0.0,93.0,0.0,3.0,18.0,0.44298245614035087,196.0,13.0,0.002525252525252486,-2.0999999999999996,166.0,27.0,3.2,0.0,1.0,0.0,1.0,621.0,1.0
1.0,0.0,-6.0,1.0,-2.0,-1.0,0.09999999999999998,-37.0,28.0,-0.08387096774193548,0.2999999999999998,-79.0,-12.0,-1.2000000000000002,0.0,0.0,0.0,0.0,-223.0,1.0
1.0,-1.0,-6.0,0.0,-2.0,-1.0,-0.18333333333333335,-2.0,-171.0,-0.1298701298701298,-0.6000000000000005,151.0,15.0,2.3000000000000003,0.0,0.0,1.0,-1.0,-33.0,0.0
1.0,1.0,-11.0,1.0,-1.0,-18.0,-0.4370629370629371,-243.0,-31.0,-0.22767857142857145,-2.2,-192.0,-38.0,-0.7000000000000002,0.0,1.0,-1.0,2.0,-595.0,0.0
1.0,-3.0,32.0,0.0,0.0,-4.0,0.1527777777777778,-39.0,56.0,0.1103448275862069,3.3999999999999995,-101.0,-17.0,-0.2999999999999998,0.0,5.0,3.0,2.0,-580.0,0.0
1.0,0.0,12.0,0.0,2.0,-2.0,0.011111111111111127,93.0,63.0,-0.20151515151515148,0.39999999999999947,10.0,-15.0,1.5,0.0,1.0,0.0,1.0,-72.0,0.0
1.0,1.0,2.0,0.0,-2.0,7.0,0.10555555555555562,-82.0,79.0,0.14814814814814814,-4.1,-147.0,23.0,-6.200000000000001,0.0,-1.0,-1.0,0.0,680.0,0.0
1.0,-3.0,6.0,0.0,3.0,1.0,0.2424242424242424,-83.0,60.0,0.1856060606060606,-2.1,-111.0,17.0,-3.6999999999999997,0.0,3.0,3.0,0.0,622.0,0.0
1.0,0.0,7.0,0.0,1.0,9.0,0.15294117647058825,199.0,193.0,0.16985645933014354,4.0,-9.0,-2.0,-0.09999999999999964,0.0,-1.0,0.0,-1.0,147.0,1.0
1.0,-2.0,59.0,-1.0,3.0,11.0,0.13725490196078433,171.0,21.0,0.11290322580645162,0.7000000000000002,164.0,16.0,2.7,0.0,2.0,2.0,0.0,207.0,1.0
1.0,0.0,76.0,1.0,0.0,-15.0,0.01428571428571429,-270.0,-106.0,-0.19635627530364375,-1.5,-138.0,-19.0,-2.9000000000000004,0.0,4.0,0.0,4.0,-714.0,0.0
1.0,0.0,?,?,?,-6.0,0.1333333333333333,38.0,-178.0,0.17948717948717952,6.9,206.0,-5.0,6.199999999999999,0.0,-5.0,0.0,-5.0,-678.0,1.0
1.0,2.0,?,?,?,-7.0,-0.5146198830409356,-96.0,108.0,-0.08823529411764708,3.999999999999999,-193.0,-25.0,-0.5,0.0,-3.0,-2.0,-1.0,-437.0,1.0
1.0,0.0,?,?,?,4.0,0.0,53.0,56.0,0.06206206206206211,4.2,-2.0,11.0,-1.3000000000000003,0.0,-1.0,0.0,-1.0,123.0,1.0
1.0,0.0,-57.0,0.0,0.0,5.0,0.033333333333333326,145.0,199.0,-0.17460317460317454,0.09999999999999964,-54.0,-8.0,-0.2999999999999998,0.0,0.0,0.0,0.0,-527.0,1.0
